season,tournament,date,home_team,away_team,team,player_name,shirt_number,position,is_starter,sub_minute_off,sub_minute_on,minutes_played,espn_match_id,source
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Braam van Straaten,10,FH,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Werner Swanepoel,9,SH,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Robbie Kempson,1,P,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Charl Marais,2,H,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Cobus Visagie,3,P,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Albert van den Berg,4,L,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Andre Venter,5,L,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Johan Erasmus,6,FL,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Corne Krige,7,FL,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Andre Vos,8,N8,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Warren Brosnihan,16,FL,False,,,0,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Willie Meyer,17,P,False,,,0,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,John Smit,18,P,False,,,0,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Jannes Labuschagne,19,L,False,,,0,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Joost van der Westhuizen,20,SH,False,,,0,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Grant Esterhuizen,21,C,False,,,0,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Chester Williams,22,,False,,,0,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Chris Latham,15,FB,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Stirling Mortlock,14,W,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Dan Herbert,13,C,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Jason Little,12,C,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Joe Roff,11,W,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Stephen Larkham,10,FH,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,George Gregan,9,SH,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Richard Harry,1,P,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Michael Foley,2,H,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Fletcher Dyson,3,P,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,David Giffin,4,L,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,John Eales,5,L,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Mark Connors,6,FL,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,David Wilson,7,FL,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Jim Williams,8,N8,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Jeremy Paul,16,H,False,,,0,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Toutai Kefu,17,N8,False,,,0,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Matt Cockbain,18,L,False,,,0,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Ben Tune,19,C,False,,,0,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Glen Panoho,20,P,False,,,0,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Rod Kafer,21,C,False,,,0,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,Australia,Sam Cordingley,22,,False,,,0,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Thinus Delport,15,FB,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Breyton Paulse,14,W,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Robbie Fleck,13,C,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,De Wet Barry,12,C,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Pieter Rossouw,11,W,True,,0,80,23843,espn
2000,Rugby Championship / Tri Nations,2000-07-29,Australia,South Africa,South Africa,Braam van Straaten,10,FH,True,,0,80,23843,espn
